"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Sample_Depth","Sample_Depth_VQ","Depth_Bottom_of_Waterbody_Sample_Site","Depth_Bottom_of_Waterbody_Sample_Site_VQ","Transparency_Secchi_Depth","Transparency_Secchi_Depth_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","pH_Field","pH_Field_VQ","Water_Temperature","Water_Temperature_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Weather","Weather_VQ","Water_Level","Water_Level_VQ","Water_Sample_Collection_Device","Water_Sample_Collection_Device_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Fluoride_Total","Fluoride_Total_VQ","Sulfate_Total","Sulfate_Total_VQ","Color_true","Color_true_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Chloride_Total","Chloride_Total_VQ","Total_Suspended_Solids_TSS","Total_Suspended_Solids_TSS_VQ","Pheophytin_A_Monochromatic","Pheophytin_A_Monochromatic_VQ","Chlorophyll_A_Monochromatic","Chlorophyll_A_Monochromatic_VQ","Chlorophyll_A_Uncorrected_Trichromatic","Chlorophyll_A_Uncorrected_Trichromatic_VQ","Escherichia_Coli_Quanti_Tray","Escherichia_Coli_Quanti_Tray_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Calcium_Total","Calcium_Total_VQ","Barium_Total","Barium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Lead_Total","Lead_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","Antimony_Total","Antimony_Total_VQ","Copper_Total","Copper_Total_VQ","Nickel_Total","Nickel_Total_VQ","Iron_Total","Iron_Total_VQ","Zinc_Total","Zinc_Total_VQ","Selenium_Total","Selenium_Total_VQ","Sodium_Total","Sodium_Total_VQ","Cadmium_Total","Cadmium_Total_VQ","Chromium_Total","Chromium_Total_VQ","Silver_Total","Silver_Total_VQ","Arsenic_Total","Arsenic_Total_VQ","Thallium_Total","Thallium_Total_VQ","Aluminum_Total","Aluminum_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Potassium_Total","Potassium_Total_VQ","Mercury_Sediments","Mercury_Sediments_VQ","Antimony_Sediments","Antimony_Sediments_VQ","Zinc_Sediments","Zinc_Sediments_VQ","Iron_Sediments","Iron_Sediments_VQ","Chromium_Sediments","Chromium_Sediments_VQ","Aluminum_Sediments","Aluminum_Sediments_VQ","Silver_Sediments","Silver_Sediments_VQ","Nickel_Sediments","Nickel_Sediments_VQ","Manganese_Sediments","Manganese_Sediments_VQ","Selenium_Sediments","Selenium_Sediments_VQ","Beryllium_Sediments","Beryllium_Sediments_VQ","Sediment_Sample_Collection_Device","Sediment_Sample_Collection_Device_VQ","Sediment_Collection_Area","Sediment_Collection_Area_VQ","Sediment_Type","Sediment_Type_VQ","Sediment_Odor","Sediment_Odor_VQ","Sediment_Color","Sediment_Color_VQ","Sediment_Grabs","Sediment_Grabs_VQ","Arsenic_Sediments","Arsenic_Sediments_VQ","Molybdenum_Sediments","Molybdenum_Sediments_VQ","Lead_Sediments","Lead_Sediments_VQ","Copper_Sediments","Copper_Sediments_VQ","Cadmium_Sediments","Cadmium_Sediments_VQ","Phosphorus_Total_as_P__Sediments","Phosphorus_Total_as_P__Sediments_VQ","Organic_Carbon_Sediments","Organic_Carbon_Sediments_VQ","Total_Kjeldahl_Nitrogen_Total_as_N","Total_Kjeldahl_Nitrogen_Total_as_N_VQ","Carbon_Total_Sediments","Carbon_Total_Sediments_VQ","Inorganic_Carbon_Sediments","Inorganic_Carbon_Sediments_VQ","Salinity_ppt","Salinity_ppt_VQ","BLOOM_ID","BLOOM_ID_VQ"
"146",56166,"Z2-LL-13023",2019-06-04 12:55:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.53,"I",40,NA,6030,NA,21,NA,21300,NA,0.077,"I",9.1,"U",61.3,NA,4.1,NA,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7.33,NA,1.43,NA,30.7,NA,16.4,NA,0.45,NA,500,NA,27,NA,13000,NA,27,NA,0.12,"U",NA,NA,NA,NA
"147",56165,"Z2-LL-13019",2019-06-04 13:05:00,"PRIMARY","WATER",7.48,NA,0.3,NA,5.6,NA,1.6,NA,73.8,"J",6.61,NA,30,NA,100.6,NA,NA,NA,NA,NA,NA,NA,3.8,NA,52,NA,0.003,"I",0.004,"U",1.5,NA,76,NA,0.045,"I",4.7,NA,57,NA,0.018,NA,0.71,NA,12,NA,14,NA,2,"U",2,"I",8.2,NA,9.8,NA,1,"UQ",13.2,NA,2.66,NA,8.9,NA,5.1,NA,0.15,"U",0.2,"U",0.01,"U",0.094,"I",0.55,"I",0.5,"U",57,"I",5,"U",0.2,"U",8.1,NA,0.02,"U",0.4,"U",0.01,"U",1.98,NA,0.1,"U",44,NA,1.58,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",56165,"Z2-LL-13019",2019-06-04 13:08:00,"BOTTOM","WATER",0.72,NA,5.1,NA,NA,NA,NA,NA,73.8,"J",6.01,NA,28.5,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",56165,"Z2-LL-13019",2019-06-04 13:15:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.72,"I",58,NA,6960,NA,28,NA,26300,NA,0.101,NA,11,"I",70,NA,5.2,NA,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,10.1,NA,1.91,NA,55.2,NA,24.9,NA,0.67,NA,730,NA,33,NA,18000,NA,33,NA,0.12,"U",NA,NA,NA,NA
"150",56168,"Z2-LL-13026",2019-06-10 12:45:00,"PRIMARY","WATER",6.91,NA,0.3,NA,5.9,NA,2.3,NA,75.4,"J",5.48,NA,28.4,NA,88.7,NA,NA,NA,NA,NA,NA,NA,4.1,NA,50,NA,0.023,NA,0.007,"I",1.4,NA,74,NA,0.046,"I",4.7,NA,48,NA,0.016,NA,0.82,NA,11,NA,13,NA,2,"U",1.2,"I",5.1,NA,6,NA,1,"Q",14,NA,2.85,NA,10,NA,17.6,NA,0.16,"I",0.2,"U",0.01,"U",0.1,"I",0.66,"I",0.5,"U",150,NA,5,"U",0.2,"U",8.5,NA,0.02,"U",0.4,"U",0.01,"U",2.54,NA,0.1,"U",48,NA,1.67,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",56168,"Z2-LL-13026",2019-06-10 12:55:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,0.8,"I",78,NA,8840,NA,38,NA,43400,NA,0.112,NA,13,"I",124,NA,4,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,13.5,NA,2,NA,62.1,NA,24.4,NA,0.76,NA,1400,NA,22,NA,15000,NA,22,NA,0.12,"U",NA,NA,NA,NA
"152",0,NA,2019-06-10 13:10:00,"FIELD BLANK","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,"U",15,"U",0.002,"U",0.004,"U",0.1,"U",2,"U",0.035,"U",0.2,"U",2.5,"U",0.002,"U",0.08,"U",0.5,"U",0.2,"U",2,"U",NA,NA,NA,NA,NA,NA,1,"UQ",0.35,"U",0.075,"U",1,"U",1,"U",0.15,"U",0.2,"U",0.01,"U",0.05,"U",0.4,"U",0.5,"U",30,"U",5,"U",0.2,"U",0.5,"U",0.02,"U",0.4,"U",0.01,"U",0.05,"U",0.1,"U",5,"U",0.04,"U",0.3,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0,NA,2019-05-08 14:25:00,"FIELD BLANK","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,"U",15,"U",0.002,"U",0.004,"U",0.1,"U",2,"U",0.035,"U",0.2,"U",2.5,"U",0.002,"U",0.08,"U",0.5,"U",0.2,"U",2,"U",NA,NA,NA,NA,NA,NA,1,"UQ",0.35,"U",0.075,"U",1,"U",1,"U",0.15,"U",0.2,"U",0.01,"U",0.05,"U",0.4,"U",0.5,"U",30,"U",5,"U",0.2,"U",0.5,"U",0.02,"U",0.4,"U",0.01,"U",0.05,"U",0.1,"U",5,"U",0.04,"U",0.3,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",56161,"Z2-LL-13013",2019-05-08 11:50:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0.94,"I",58,NA,5030,NA,64,NA,27200,NA,0.443,NA,20,"I",93.1,NA,1.4,"I",0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3.33,NA,2.82,NA,36.5,NA,14.1,NA,0.74,NA,2600,NA,16,NA,8400,NA,16,NA,0.12,"U",NA,NA,NA,NA
"155",56168,"Z2-LL-13026",2019-06-10 12:48:00,"BOTTOM","WATER",5.83,NA,5.4,NA,NA,NA,NA,NA,76.1,"J",5.54,NA,27.4,NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",56167,"Z2-LL-13024",2019-06-04 11:10:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,0.44,"U",5.3,"U",276,NA,5.1,"I",790,NA,0.022,"U",8.9,"U",5.3,NA,0.44,"U",0.037,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.35,"I",0.56,"I",1.7,"I",0.89,"U",0.089,"U",21,NA,0.32,NA,200,"I",0.28,"I",0.12,"U",NA,NA,NA,NA
"157",56179,"Z4-LL-13013B",2019-05-01 13:36:00,"PRIMARY","WATER",9.08,NA,0.3,NA,0.7,NA,0.7,"S",159.6,NA,7.73,NA,26.4,NA,112.8,NA,NA,NA,NA,NA,NA,NA,27,NA,98,"A",0.003,"I",0.004,"U",1.9,NA,163,NA,0.082,"I",25,NA,5.7,"I",0.01,NA,0.45,NA,4.3,NA,13,NA,3,"IA",1,"U",4.1,NA,4.2,NA,14.8,"Q",54.6,NA,13.6,NA,9.9,NA,10.6,NA,0.55,"I",0.2,"U",0.01,"U",0.2,NA,0.7,"I",0.5,"U",30,"U",5,"U",0.2,"I",6.4,NA,0.02,"U",0.4,"U",0.01,"U",2.13,NA,0.1,"U",30,NA,5.04,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",56169,"Z4-LL-13001",2019-05-02 10:05:00,"PRIMARY","WATER",7.79,NA,0.3,NA,2.1,NA,0.3,NA,537,NA,8.14,NA,26.4,NA,96.9,NA,NA,NA,NA,NA,NA,NA,92,NA,314,NA,0.007,NA,0.004,"U",10,NA,540,NA,0.23,NA,23,NA,23,NA,0.093,NA,1.5,NA,14,NA,92,NA,36,"I",8.2,"U",43,NA,46,NA,10,"Q",157,NA,50.7,NA,16.2,NA,22.7,NA,1.55,NA,1.46,NA,0.01,"U",0.39,NA,0.9,NA,0.5,"U",100,"I",5,"U",0.22,"I",42.3,NA,0.02,"U",0.51,"I",0.01,"U",2.17,NA,0.1,"U",164,NA,7.42,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",56169,"Z4-LL-13001",2019-05-02 10:06:00,"BOTTOM","WATER",7.67,NA,1.6,NA,NA,NA,NA,NA,538,NA,8.07,NA,26.4,NA,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",56169,"Z4-LL-13001",2019-05-02 10:10:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,0.49,"U",12,"I",789,NA,8.4,"I",2060,NA,0.025,"U",9.8,"U",11,NA,0.49,"U",0.067,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.55,"I",0.45,"I",3.7,"IV",3.1,"I",0.098,"U",82,NA,0.96,NA,1100,NA,0.91,NA,0.12,"U",NA,NA,NA,NA
"161",56182,"Z4-LL-13017",2019-05-02 12:30:00,"PRIMARY","WATER",8.09,NA,0.3,NA,3.5,NA,0.6,NA,548,NA,7.72,NA,26.5,NA,100.4,NA,NA,NA,NA,NA,NA,NA,61,NA,308,NA,0.005,NA,0.004,"U",2.6,NA,551,NA,0.12,NA,20,NA,44,NA,0.027,NA,0.88,NA,12,NA,110,NA,6,"I",1.4,"I",15,NA,17,NA,2,"Q",117,NA,37.4,NA,13.1,NA,7.8,NA,0.66,NA,0.2,"U",0.01,"U",0.11,"I",0.98,NA,0.5,"U",73,"I",5,"U",0.2,"U",57.2,NA,0.02,"U",0.4,"U",0.01,"U",1.2,NA,0.1,"U",29,NA,5.84,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",56182,"Z4-LL-13017",2019-05-02 12:31:00,"BOTTOM","WATER",6.17,NA,3,NA,NA,NA,NA,NA,549,NA,7.56,NA,26.1,NA,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",56182,"Z4-LL-13017",2019-05-02 12:35:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,0.99,"I",79,NA,26100,NA,38,NA,16300,NA,0.108,NA,22,"I",69.2,NA,2.7,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,25.1,NA,1.77,NA,57.6,NA,50.4,NA,0.57,NA,1600,NA,26,NA,26000,NA,26,NA,0.12,"U",NA,NA,NA,NA
"164",56170,"Z4-LL-13002",2019-05-07 11:10:00,"PRIMARY","WATER",9.54,NA,0.3,NA,2.5,NA,0.2,NA,195,NA,8.93,NA,27.28,NA,120.6,NA,NA,NA,NA,NA,NA,NA,38,NA,114,NA,0.004,"I",0.006,"IG",10,NA,199,NA,0.1,NA,9.6,NA,34,NA,0.048,NA,1.3,NA,12,NA,27,NA,11,NA,4.5,"U",40,NA,41,NA,12.1,"Q",43.5,NA,12.6,NA,1.6,"I",4.9,NA,0.32,"I",0.2,"U",0.01,"U",0.05,"U",0.4,"U",0.5,"U",30,"U",5,"U",0.2,"U",20.2,NA,0.02,"U",0.4,"U",0.01,"U",0.57,NA,0.1,"U",33,NA,2.89,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",56170,"Z4-LL-13002",2019-05-07 11:11:00,"BOTTOM","WATER",6.89,NA,2,NA,NA,NA,NA,NA,194,NA,7.72,NA,26.93,NA,90.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",56170,"Z4-LL-13002",2019-05-07 11:20:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,0.49,"U",5.9,"U",311,NA,7.1,"I",600,NA,0.025,"U",9.8,"U",16.8,NA,0.49,"U",0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.27,NA,0.25,"U",1.4,"IV",1.2,"I",0.098,"U",60,NA,0.94,NA,830,NA,0.89,NA,0.12,"U",NA,NA,NA,NA
"167",56177,"Z4-LL-13011",2019-05-08 10:45:00,"PRIMARY","WATER",8.51,"J",0.3,NA,3,NA,0.7,NA,215,NA,8.48,NA,27.57,NA,108,"J",NA,NA,NA,NA,NA,NA,54,"A",117,NA,0.004,"I",0.006,"IG",4.1,NA,219,"A",0.17,NA,14,"A",17,NA,0.029,NA,1.1,NA,8.8,NA,22,"A",7,"I",3,"U",27,NA,27,NA,8.6,"AQ",65,NA,19.1,NA,15.2,NA,23.4,NA,0.33,"I",0.2,"U",0.01,"U",0.16,"I",2.08,NA,0.5,"U",30,"U",5,"U",0.2,"U",13.7,NA,0.02,"U",0.4,"U",0.01,"U",1.91,NA,0.1,"U",37,NA,4.21,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
